product_name,product_price,number_of_reviews,product_category,product_source
Dstv REMOTE CONTROL Replacement For DSTV HD Decoder Black,KSh 390,(4),tvaudiovideo,Local Dispatch
Generic Digital Aerial + FREE TV Guard,KSh 999,(15),tvaudiovideo,Local Dispatch
(EXPERIENCE QUALITY) Caston 6-Way Power Extension Cable 10m Long 10 m 10 m,"KSh 1,399",(1),tvaudiovideo,Local Dispatch
Remote Fit For Samsung Soundbar/ Original Sound bar Remote,"KSh 2,999",(0),tvaudiovideo,Local Dispatch
Sony HT-S40R 5.1ch Dolby Digital Soundbar Home Theatre System,"KSh 42,990",(0),tvaudiovideo,Local Dispatch
AERIAL +EXTENSION +14-43 INCH BRACKET,"KSh 1,300",(1),tvaudiovideo,Local Dispatch
"VITRON HTC 4388FS 43"" INCH FRAMELESS,BLUETOOTH-ENABLED FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APPSTORE+ 6 FREE GIFTS","KSh 21,899",(0),tvaudiovideo,Local Dispatch
CLEARANCE OFFER Vitron 5000W Sub Woofer Sound System.,"KSh 3,599",(0),tvaudiovideo,Local Dispatch
MX 2.4G Wireless Remote Control Keyboard Air Mouse,"KSh 1,190",(12),tvaudiovideo,Oversea Shipment
GLD G2301 3.1Channel Sub Multimedia Speaker System with LED Display Bluetooth Function Supports USB FM Radio SD Card With  Rrmote Control,"KSh 15,299",(8),tvaudiovideo,Fulfilled By Kilimall
"BLUETOOTH VITRON 43"" INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+FREE WALL BRACKET","KSh 20,599",(0),tvaudiovideo,Local Dispatch
"Vitron 50"" INCH SMART ULTRA HD 4K SCREEN TV,BLUETOOTH-TILT BRACKET+GUARD+14 MONTHS WARRANTY","KSh 35,999",(0),tvaudiovideo,Local Dispatch
"Vitron V51SB Soundbar  a slim sound bar, and versatile , you can experience cinematic sound that revolves around","KSh 6,118",(1),tvaudiovideo,Local Dispatch
(New Arrival) TAGWOOD LS 631J 3.1CH 9800W PMPO WOOFER Home Audio SPEAKER BLUETOOTH/FM/SB/USB Subwoofer Speaker System,"KSh 5,599",(3),tvaudiovideo,Local Dispatch
"Vitron HTC4388FS 43"" INCH-BLUETOOTH-ENABLED, FRAMELESS- FULL HD,1080P,SMART TV ANDROID 11 TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI+8 FREE GIFTS+14 MONTHS WARRANTY","KSh 22,899",(6),tvaudiovideo,Local Dispatch
"VITRON 32"" INCH HTC3200S,FRAMELESS Smart Android 11 TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2*USB 3*HDMI+14  MONTHS WARRANTY+FREE 6 GIFTS","KSh 13,290",(35),tvaudiovideo,Local Dispatch
[Special Offer] TV Wall Mount TV Stand Wall Mounting Bracket+ Heavy Duty Extension Cable + Tv Guard + Aerial M,"KSh 1,850",(1),tvaudiovideo,Local Dispatch
"AILYONS 2.1 CH Multimedia Speaker System 18000watts PMPO,Bluetooth, FM Radio,USB,AC/DC - Black 1 year warranty","KSh 2,999",(2),tvaudiovideo,Local Dispatch
"VITRON HTC4388FS 43"" INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX ,YOUTUBE  43 INCH BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM + 6 FREE ACCESSORIES+","KSh 21,595",(45),tvaudiovideo,Local Dispatch
Sonitec ST-4848 FM Digital Radio,"KSh 1,730",(1),tvaudiovideo,Local Dispatch
"ROMANTIC Star Projector sky Colorful Light, High Sound Bluetooth Speaker with colourful Sky light, Wireless Sound Box with radio, Room decor, Bedroom decoration","KSh 1,549",(3),tvaudiovideo,Local Dispatch
"Cool Speaker Mobile Phone Speaker Home Outdoor Mini Portable Portable Wireless Bluetooth Speaker
","KSh 1,199",(4),tvaudiovideo,Fulfilled By Kilimall
"GLD 32"" Inch Frameless Smart Android TV 32 inch Television,Bluetooth App-store ,Inbuilt Decoder Netflix Youtube, USB,HDMI PORTS+WIFI ACCESS + 8 EXTRA ACCESSORIES","KSh 14,199",(0),tvaudiovideo,Local Dispatch
"Vitron Sub Woofer HOME THEATRE System FM,USB,BT9000Watts","KSh 7,990",(2),tvaudiovideo,Local Dispatch
One factory Y38  tap light intelligent wake-up timer touch white noise 8 alarm LED Bluetooth audio,KSh 899,(41),tvaudiovideo,Fulfilled By Kilimall
"TCL 43S5400A 43"" Inch Smart ANDROID TV BT ,Netflix,WIFI Bluetooth Youtube Appstore","KSh 29,990",(0),tvaudiovideo,Local Dispatch
4K HD Smart TV Digital Antenna Signal Amplification Booster Indoor Outdoor HDTV Antennas TV Receiver Broadcast Signal Amplifier,"KSh 1,199",(4),tvaudiovideo,Oversea Shipment
V STAR 14 17 19 22 24 TILT ROTATING TV WALL MOUNT BRACKET Rotated Degrees: 180 degrees around the pivot Very easy to install and use,"KSh 1,000",(0),tvaudiovideo,Local Dispatch
Jbl Boombox 3 - Portable Bluetooth Speaker,"KSh 20,000",(3),tvaudiovideo,Local Dispatch
Dstv Remote Control + Remote Control Metallic Storage Organizer,"KSh 1,800",(1),tvaudiovideo,Local Dispatch
Dynamci Microphone with 1.5m Cable,KSh 899,(8),tvaudiovideo,Oversea Shipment
"Vision Smart TV Remote Control For Vision Tv


",KSh 990,(0),tvaudiovideo,Local Dispatch
Double Base Wireless Bluetooth Speaker Bulb LED Lamp Smart Light Music Player Audio Remote Control Subwoofer Speaker Systems,KSh 598,(0),tvaudiovideo,Local Dispatch
SKYWORTH SMART  TV REMOTE CONTROL,"KSh 2,430",(0),tvaudiovideo,Local Dispatch
"BLUETOOTH GLD 43"" INCH FRAMELESS FULL- HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI+FREE AERIAL+WALL BRACKET","KSh 20,499",(5),tvaudiovideo,Local Dispatch
Motorbikes Motorcycle MP3 Player Speakers Audio Sound System FM Radio,"KSh 1,937",(0),tvaudiovideo,Local Dispatch
CLEARANCE OFFER 💥🔥Astra fridge and TV guard⚡️Best quality 👌⚡️Electric TV Guard Protector 🔥🔥,KSh 899,(0),tvaudiovideo,Local Dispatch
"TCL 32 inch FRAMELESS FULL HD SMART ANDROID TV Inbuilt Decoder Bluetooth Netflix,Youtube,ChromeCast Built-in Google Appstore Prime Video+8 FREE GIFTS","KSh 21,999",(5),tvaudiovideo,Local Dispatch
"JBL Boombox 3 Black Portable Bluetooth Speaker with Massive Sound, Deepest Bass, IPX7 Waterproof, 24H Playtime, PartyBoost","KSh 5,399",(0),tvaudiovideo,Local Dispatch
Digital Smart TV Ariel With A 10M Free Coaxiable Cable High voltage disconnect 265V Micro processor control Spike/surge protection very durable High portability,KSh 520,(1),tvaudiovideo,Local Dispatch
Phelistar Outdoor Digital TV Aerial Antenna + 3 FREE GIFTS,KSh 705,(2),tvaudiovideo,Local Dispatch
"Xiaomi Mi TV Stick 4K Streaming Device, Android TV 11 with Google Assistant Remote Streaming Media Player","KSh 7,649",(0),tvaudiovideo,Local Dispatch
"K TV Accessories TVGuard, TV Guard Surge Power Voltage Protector For 32"" frameless tv android smart youtube decoder With Bonu Digital TV Aerial Antenna, Coaxial Aerial Cable 10M","KSh 1,250",(0),tvaudiovideo,Local Dispatch
"Caston C15 High Bass FM Radio Bluetooth Speaker

","KSh 1,269",(0),tvaudiovideo,Local Dispatch
2pcs microphones + 1pc Bluetooth speaker multi-function all-in-one microphone WooferSpeaker National K song family KTV wireless Bluetooth speaker home singing god,"KSh 1,399",(0),tvaudiovideo,Fulfilled By Kilimall
One factory Y37 Portable Colorful Lights Wireless Bluetooth Speaker AUX Audio TF Card USB Playback 360 Surround Sound AI Voice Assistant,KSh 899,(41),tvaudiovideo,Fulfilled By Kilimall
M1 Mini Portable Bluetooth Speaker System,"KSh 1,369",(0),tvaudiovideo,Local Dispatch
32-80 Heavy duty double arm swivel tilting fixed wall mount tv wall bracket ,"KSh 3,160",(0),tvaudiovideo,Local Dispatch
TV Wall Mount TV Stand 14″-55″ Steel Material Fixed - Swivel Solid Wall Black Quality product rotating wall bracket 14 inch to 55 inch support affordable HDL-11 1,KSh 999,(0),tvaudiovideo,Local Dispatch
Vitron V-642 3.1 Channel Multimedia Subwoofer Speaker Sound  System Mini Home Theater  10000W PMPO BT/USB/SD/FM Woofer,"KSh 5,289",(1),tvaudiovideo,Local Dispatch
MK Fridge Guard+ TV Guard +Free Amaze 6 Way Extension,"KSh 1,498",(0),tvaudiovideo,Local Dispatch
[Special Offer] TV Wall Mount TV Stand 14″-43″ Plasma wall bracket Steel Material Fixed Solid Wall mount suitable for 14 inch to 43 inch Tv,KSh 249,(9),tvaudiovideo,Local Dispatch
"14""-43"" TV Flat Panel Wall Bracket Holder Black wall mount",KSh 265,(10),tvaudiovideo,Local Dispatch
Nobel 5.1 Channel Powerful Home-Theater Earth Shaking Speaker System Tall Boy,"KSh 14,200",(2),tvaudiovideo,Local Dispatch
GO TV ANTENNA,KSh 765,(108),tvaudiovideo,Local Dispatch
HDMI To 3-RCA Red White Yellow Video Audio Adapter Cable,KSh 617,(0),tvaudiovideo,Local Dispatch
"CTC 32"" Inches Television Bluetooth Enabled Smart Android  TV, Netflix, Inbuilt Decoder Youtube Television Connect Inbuilt WIFI,APP STORE  Smart Digital TV+4 EXRTA GIFTS","KSh 12,595",(0),tvaudiovideo,Local Dispatch
2021 new Indoor Digital HDTV antenna TV 500 Miles Radius Amplifier DVB-T2 isdb-tb clear satellite dish signal receiver Aerial,"KSh 1,299",(2),tvaudiovideo,Oversea Shipment
CTC 19 inches led digital television inbuilt decorder,"KSh 5,899",(2),tvaudiovideo,Local Dispatch
X96Q 2GB 16GB Android 10.0 Smart TV Box Allwinner H313 Quad Core 4K 2.4G Wifi Google Player Youtube X96 Set Top Box,"KSh 2,800",(1),tvaudiovideo,Local Dispatch
"VITRON SOUND BAR HOME THEATRE SUBWOOFER SPEAKER SYSTEM-BLUETOOTH/FM/USB-6,000 Watts","KSh 6,499",(2),tvaudiovideo,Local Dispatch
"Golden Tech 15000W Sub Woofer 3.1ch System BT,FM + Flash Disk","KSh 6,500",(1),tvaudiovideo,Local Dispatch
CLEARANCE OFFER Amtec 2.1 Home Theater System Powerful Sound System,"KSh 6,799",(0),tvaudiovideo,Local Dispatch
Infinix Android Smart Tv Remote Control,"KSh 1,399",(0),tvaudiovideo,Local Dispatch
TCL Smart Tv Remote control,KSh 880,(0),tvaudiovideo,Local Dispatch
Hisense smart replaceable remote EN2BS27,"KSh 1,499",(0),tvaudiovideo,Local Dispatch
"AMTEC 43"" inch TV Bluetooth Enabled Frameless 43L12 Television Full HD Smart Android TV Built-in WIFI, Inbuilt Decoder 3*HDMI 2*USB Ports WideColor+ 8 FREE GIFTS","KSh 20,999",(9),tvaudiovideo,Local Dispatch
"BLUETOOTH  GLD 43"" INCH TV FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM+FREE BRACKET+,POWER GUARD","KSh 20,599",(3),tvaudiovideo,Local Dispatch
Tecno Square S3 12hrs music playtime pure bass LED colourful lights speaker Wireless Bluetooth Speaker Large Volume Cool Dynamic Atmosphere Light 5.0 Portable Small Home Outdoor,"KSh 1,849",(1),tvaudiovideo,Local Dispatch
Home Design Full Motion TV Wall Mount Bracket Articulating Arms Swivels Tilts Extension Rotation for Most 14-55 Inch,KSh 999,(1),tvaudiovideo,Local Dispatch
Vitron V635 3.1 SUB-WOOFER SYSTEM 10000W+Free 8gb Flash+4 Way.,"KSh 6,580",(3),tvaudiovideo,Local Dispatch
(Discount)TAGWOOD LS-421E 2.1CH 6000W PMPO WOOFER Home Audio SPEAKER BLUETOOTH/FM/SB/USB Subwoofer Speaker System,"KSh 2,999",(5),tvaudiovideo,Local Dispatch
"CTC 42"" INCH FRAMELESS ,BLUETOOTH-ENABLED,FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM+FREE BRACKET+TV GUARD+AUDIO CABEL+OTG CABLE","KSh 18,990",(0),tvaudiovideo,Local Dispatch
TOP MASTER UHF DIGITAL TV ANTENNA ARIEL RECEIVER,KSh 650,(19),tvaudiovideo,Local Dispatch
shuer SE-023 Dynamic Super Bass Wired Headphones,KSh 449,(0),tvaudiovideo,Local Dispatch
"GLD 43"" inch TV Smart Android TV Bluetooth Connectivity Television, Inbuilt Decoder Netflix Youtube  HDMI USB PORTS  Wide Color Enhancer + 6 FREE ACCESSORIES","KSh 20,595",(1),tvaudiovideo,Local Dispatch
Syinix Smart Remote Control - Black For Synix TV,"KSh 1,450",(1),tvaudiovideo,Local Dispatch
Bluetooth Speaker audio with LED Digital Alarm Clock Music Player Wireless Ball Shape Clock Speaker Mini Speaker Alarm clock,"KSh 1,689",(0),tvaudiovideo,Fulfilled By Kilimall
C15 Bass Bluetooth Portable USB Speaker With FM/USB+Headphones+Extension,"KSh 2,199",(1),tvaudiovideo,Local Dispatch
"SOLARMAX 43"" INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX ,YOUTUBE BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM +14 MONTHS WARRANTY+4 FREE GIFTS","KSh 19,999",(0),tvaudiovideo,Local Dispatch
Gotv Digital Antenna Ariel+10 Metres Coaxial Cable ,"KSh 1,500",(0),tvaudiovideo,Local Dispatch
Generic Outdoor Digital TV Aerial Antenna + 3 Mobi GIFTS,KSh 790,(135),tvaudiovideo,Local Dispatch
"MK FRIDGE Guard + Free 4 Way Extension
",KSh 790,(0),tvaudiovideo,Local Dispatch
"Linier AVS 30 Voltage Stabilizer.AVS30
Over & Under Voltage Protection for Whole Buildings, Air Conditioners, Freezers, Fridges & Coolers
Protect against:

High voltage
Low voltage
Spikes/surges
Power","KSh 3,060",(0),tvaudiovideo,Local Dispatch
"CLEARANCE OFFER AILYONS SB502K 2.1 CH Subwoofer / Sound Bar Multimedia Speaker System, BT/USB/SD/FM","KSh 5,999",(0),tvaudiovideo,Local Dispatch
"""TV antenna""""gotv antenna'""TV aerial""",KSh 850,(1),tvaudiovideo,Local Dispatch
Amaya BD88 PRO wireless Bluetooth speaker 60W 14000mAh with 3D sound effects,"KSh 10,399",(0),tvaudiovideo,Local Dispatch
Android 9.0 smart X96 air TV box 2GB+16GB / 4GB + 32GB / 64GB Amlogic S905X3 4k 8K HD iptv set top box TV receiver media player,"KSh 6,199",(0),tvaudiovideo,Oversea Shipment
AV G12 Four Mic Input BlueTooth Stereo Audio Amplifier,"KSh 8,900",(0),tvaudiovideo,Local Dispatch
Amtec 2.1 CH FM/USB SUBWOOFER,"KSh 6,497",(1),tvaudiovideo,Local Dispatch
AILYONS Digital Tv Remote Control,KSh 890,(0),tvaudiovideo,Local Dispatch
SONYDIGITAL SUB WOOFER SPEAKER SYSTEM 8800WATTS- SD004,"KSh 2,969",(16),tvaudiovideo,Local Dispatch
Vitron Smart Android tv remote control for 32 inch tv,"KSh 1,450",(0),tvaudiovideo,Local Dispatch
"VITRON 32"" INCH HTC3200S,BLUETOOTH-ENABLED,FRAMELESS Smart Android TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2*USB 3*HDMI+14 MONTHS WARRANTY+7 FREE GIFTS","KSh 13,899",(23),tvaudiovideo,Local Dispatch
FK TV Guard/DVD Guard - 13A Surge Protection,KSh 599,(1),tvaudiovideo,Local Dispatch
"AUCMA, GLD,UNITECH,GOLDENTECH,PERSTER Replacement digital remote","KSh 1,500",(0),tvaudiovideo,Local Dispatch
"SOLARMAX 43"" INCH BLUETOOTH FRAMELESS FULL HD SMART TV ANDROID TELEVISION NETFLIX ,YOUTUBE BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM +14 MONTHS WARRANTY+4 FREE GIFTS","KSh 20,489",(0),tvaudiovideo,Local Dispatch
"VITRON 32"" INCH ,BLUETOOTH-ENABLED,FRAMELESS  Smart Android 11.0 TV Inbuilt Decoder HDMI,USB,Netflix,Youtube, APPSTORE 14 MONTHS WARRANTY+FREE AERIAL+BRACKET+POWER GUARD","KSh 12,990",(0),tvaudiovideo,Local Dispatch
HDTV 1.8M HDMI Male To VGA Adapter Cable Connector Cable For PC TV Black P1A6,"KSh 1,250",(7),tvaudiovideo,Oversea Shipment
"Wall mount tv stand Heavy Duty, Double Arm (Swivel) TV Mount, 32""-85""","KSh 2,999",(1),tvaudiovideo,Local Dispatch
Skyworth 32E57 32 inch Frameless Smart Android GOOGLE TV Netflix Youtube Bluetooth Google Play store Inbuilt decoder Dolby Audio Prime Video  I-CAST + 8 FREE GIFTS,"KSh 19,999",(15),tvaudiovideo,Local Dispatch
📣✅️PLAY IT LOUD✔️🏆AILYONS SOUNDBAR/2.1CH HOME THEATER SYSTEM.Detachable design: The 2 satellite speakers can be merged into one sound bar. Built-In Powerful Amplifier Stereo FM Radio Bluetooth Funct,"KSh 4,799",(0),tvaudiovideo,Local Dispatch
"Amtec 32 inch  AC/DC 32R1S Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV+ 4 EXTRA FREE GIFTS","KSh 13,999",(19),tvaudiovideo,Local Dispatch
Itel Smart TV replacement remote,"KSh 1,599",(0),tvaudiovideo,Local Dispatch
ZUKU Decoder Remote Control,KSh 550,(0),tvaudiovideo,Local Dispatch
"EXTENSION CABLE;- 2 Pieces 6 Way Extension Cables It Comes with a 8 Ft (3mts) cable, making it long enough for home,office or school.‎‎‎Made of heat resistant hard ABS pla White L",KSh 966,(0),tvaudiovideo,Local Dispatch
Sonar HD-T2F11 Free To Air Digital Set Box Decoder With FREE Digital TV Aerial,"KSh 1,999",(0),tvaudiovideo,Local Dispatch
"VITRON HTC3218 32"" INCH FRAMELESS HD DIGITAL TV WITH INBUILT DECODER FOR  FREE to Air Channels 14 Months Warranty+FREE AERIAL+WALL BRACKET+ TV GUARD","KSh 12,799",(0),tvaudiovideo,Local Dispatch
VON Smart T.V Remote Control,KSh 899,(2),tvaudiovideo,Local Dispatch
"Ailyons 32"" inch Frameless Smart Android 11 TV Full HD Netflix TV YouTube  Energy Saving LST3208W Television TV leg/stands Television A+ Panel, HDMI USB Ports Wide Voltage Design+ 7 FREE GIFTS","KSh 13,795",(0),tvaudiovideo,Local Dispatch
VITRON 24 INCH HTC2446 HD Digital TELEVISION LED TV AC/DC With HDMI Output  and USB VGA AV ports INBUILT DECODER ELECTRONICS WIDE COLOR ENHANCER+FREE TV GUARD,"KSh 9,495",(6),tvaudiovideo,Local Dispatch
Amtec AM-03 SOUNDBAR/2.1CH SYSTEM 20000W.,"KSh 6,020",(2),tvaudiovideo,Local Dispatch
TCL Android Tv Remote Controls,"KSh 1,100",(0),tvaudiovideo,Local Dispatch
Sony SRS-XB23 wireless bluetooth speaker heavy subwoofer portable outdoor Waterproof loudspeaker,"KSh 23,999",(0),tvaudiovideo,Oversea Shipment
Skyworth 43''inch Frameless Smart Android AI TV Bluetooth Enabled Netflix Youtube I-cast Prime VIdeo Google Play Assistant Television Inbuilt Decoder Built-in Wi-FI + 7 FREE GIFTS,"KSh 28,999",(1),tvaudiovideo,Local Dispatch
Pioneer Tweeter TS-S20 High-Power Tweeter Speaker Systems,"KSh 1,795",(0),tvaudiovideo,Local Dispatch
CLEARANCE OFFER CLEARANCE OFFER AILYONS SB501 2.1CH Speaker System woofer Sound Bar Subwoofer Soundbar Multimedia 18000W PMPO,"KSh 5,499",(1),tvaudiovideo,Local Dispatch
"CLEARANCE SALE!!! Nobel POWERFUL SUPER SOUND HOME THEATRE WIRELESS BLUETOOTH,25000WATTS","KSh 14,850",(0),tvaudiovideo,Local Dispatch
"Astra Bab Astra England 4-Way Extension Cable Socket. BAB-ASTRA EXTENSION CABLE 4 WAY(4M)
This 4 Way Socket Extension Cable is the ideal plug for all your electronics devices‎‎. Comes with a 6 Ft cabl",KSh 580,(1),tvaudiovideo,Local Dispatch
"GLD 32"" Inch,FRAMELESS SMART BLUETOOTH ENABLED-Android TV,NETFLIX,INBUILT DECODER,HDMI/USB PORTS+YOUTUBE-WIFI TELEVISION+FREE 8 ACCESSORIES","KSh 14,299",(1),tvaudiovideo,Local Dispatch
"JTC J-801 2.1CH HOMETHEATRE -12,000W - Black J801 Speaker System User Manual Remote Control Mic Power cable
5.0
0 Customer reviews","KSh 9,599",(0),tvaudiovideo,Local Dispatch
Sony Remote Control For Sony Smart TV.,KSh 900,(0),tvaudiovideo,Local Dispatch
"VISION PLUS 43"" inch VP8843SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +7 FREE GIFTS","KSh 24,899",(0),tvaudiovideo,Local Dispatch
"VISION PLUS 32"" inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH-ENABLED,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +7FREE ACCESSORIES","KSh 15,899",(0),tvaudiovideo,Local Dispatch
"Nunix NU-9090A 5.1 Woofer/mini Home Theatre Speaker System  The Nunix NU-9090A Home theatre System is designed to deliver a xtra bass sound. The bass emits the same watt as before, but delivers a deep","KSh 16,999",(0),tvaudiovideo,Local Dispatch
Heavy base 2-1 JTC woofer system with Bluetooth,"KSh 11,128",(0),tvaudiovideo,Local Dispatch
Skytop Digital Tv Remote Control,KSh 700,(0),tvaudiovideo,Local Dispatch
CLEARANCE SALE!!! FACTORY Price Portable &Rechargeable Decor Lamp & has7Coloured Light changes Bluetooth Speaker High quality sound DisplayClock &Alarm Clock Indoor &Outdoor Decoration Campinguipment,KSh 999,(0),tvaudiovideo,Local Dispatch
TMEZON 12V 2A Power Adapter USB Supply AC to DC 2.1mm X 5.5mm Plug Extra Long 8 Foot Cord.Power adapters like this one are commonly used to power a wide range of devices that require a 12V power sourc,KSh 355,(2),tvaudiovideo,Local Dispatch
"VITRON BLUETOOTH HTC3200S,32 Inch FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Google Appstore 14 Months Warranty + 7 FREE GIFTS","KSh 13,875",(0),tvaudiovideo,Local Dispatch
"Gotv Decorder,","KSh 1,869",(2),tvaudiovideo,Local Dispatch
"Skyworth 43E5500G, 43-inches Full HD 2024 Frameless Google TV, Black (1YR WRTY)","KSh 27,999",(0),tvaudiovideo,Fulfilled By Kilimall
Universal TV Remote Control,KSh 690,(0),tvaudiovideo,Local Dispatch
Black Friday deal Vitron V635 3.1 SUB-WOOFER SYSTEM 10000W+Free 8gb Flash+4 Way.,"KSh 6,800",(1),tvaudiovideo,Local Dispatch
Hisense 32A4KKEN  32 inches Smart Frameless Full HD LED VIDAA  TV ,"KSh 19,299",(4),tvaudiovideo,Fulfilled By Kilimall
CTC 24'' INCH AC/DC LED DIGITAL TV With Inbuilt Decorder-BLACK,"KSh 7,397",(0),tvaudiovideo,Local Dispatch
TCL SMART Remote Control FOR TCL Tv,"KSh 1,030",(2),tvaudiovideo,Local Dispatch
HOME SOUND. 2.1ch Euroken  EK-830 20000W Multimedia Speaker  Home Sound/audio System,"KSh 13,500",(0),tvaudiovideo,Local Dispatch
Startimes Remote Control For Startime Tv,"KSh 1,100",(0),tvaudiovideo,Local Dispatch
MUSIMAX 3.1CH Multimedia Bluetooth TC-3104 Woofer AC/DC Speaker Systems USB/SD/FM Radio Home Theater System Subwoofer with Remote Control 12000W,"KSh 4,699",(29),tvaudiovideo,Fulfilled By Kilimall
LARGE JBL Boombox  - Portable Bluetooth Speaker Bundle with divvi! Protective Hardshell Case,"KSh 3,760",(1),tvaudiovideo,Local Dispatch
"Bluetooth Speaker, Portable Wireless Speaker for Family/Party/Outdoor/Beach, Electronics, Birthday Gifts, for Friends, Family (",KSh 799,(4),tvaudiovideo,Fulfilled By Kilimall
2.1ch Ailyons Sub Woofer System BT/USB/FM Tall Boy(model of v527) ,"KSh 5,555",(0),tvaudiovideo,Local Dispatch
"Hisense Smart T,V Remote Control Wit Sports","KSh 1,300",(0),tvaudiovideo,Local Dispatch
AILYONS TV LET3208W 32 Inch Frameless ATV +DVB T2 Digital LED TV HD Television Digital TVS,"KSh 11,199",(256),tvaudiovideo,Fulfilled By Kilimall
DStv Decorder replacement remote,KSh 585,(1),tvaudiovideo,Local Dispatch
"JBL Clip 4 - by harman : Portable Speaker with Bluetooth, Built-in Battery, Waterproof and Dustproof Feature","KSh 8,819",(0),tvaudiovideo,Local Dispatch
"Solarmax 24"" INCHES AC/DC LED DIGITAL TV-FREE TO AIR CHANNELS-USB/HDMI","KSh 7,299",(0),tvaudiovideo,Local Dispatch
"BLUETOOTH VITRON 43"" Inch Full HD FRAMELESS Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE TELEVISIONS+6 FREE GIFTS+24 MONTHS WARRANTY","KSh 21,799",(1),tvaudiovideo,Local Dispatch
Amtec AM-006 15000W X-Bass Sub woofer Multimedia Speaker System,"KSh 8,399",(3),tvaudiovideo,Local Dispatch
JBL Clip 4 Portable Waterproof Speaker - 5 Watt,"KSh 10,500",(1),tvaudiovideo,Local Dispatch
mx10 pro h96 mini MX1 h96max rk3318 remoto h96 max X3 h96 IR remote control for Android Smart Tv box iptv set top box,KSh 959,(0),tvaudiovideo,Oversea Shipment
LG SMART Universal LED TV Remote Control For LG TV,KSh 854,(0),tvaudiovideo,Local Dispatch
CLEARANCE OFFER AILYONS SB501 2.1CH Speaker System woofer Sound Bar Subwoofer Soundbar Multimedia 18000W PMPO ,"KSh 5,499",(3),tvaudiovideo,Local Dispatch
"CTC32"" Inch Frameless Smart Android  TV, Netflix, Inbuilt Decoder Youtube Television Connect Inbuilt WIFI,APP STORE 1GBRAM 8GBROM 32inch Smart Digital TV Wide Color Enhancer","KSh 11,495",(1),tvaudiovideo,Local Dispatch
"Amtec 32R1 FRAMELESS,32"" inch Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV+FREE TV GUARD+EXTENSION","KSh 12,695",(7),tvaudiovideo,Local Dispatch
AILYONS ELP2403K woofer Multimedia Speaker With Powerful Amplifier 18000 PMPO Output Power 20W+10W*,"KSh 3,199",(4),tvaudiovideo,Local Dispatch
Skilltech 15-55 Inch Tilting TV Wall Mount Bracket,"KSh 1,220",(21),tvaudiovideo,Local Dispatch
Mooka Tv Smart Remote,KSh 999,(0),tvaudiovideo,Local Dispatch
Foldable Desktop Tripod Mic Stand Adjustable Angle Table Tops Microphone Mount Holder Stand Bracket,"KSh 1,799",(1),tvaudiovideo,Oversea Shipment
"VITRON 50"" Inch Frameless Television HTC 5068US Ultra HD Android Smart TV with Bluetooth-Enabled,Netflix Youtube 1.5G+8G USB/SD WIFI Television Multifuctional TV+6 FREE GIFTS","KSh 36,899",(0),tvaudiovideo,Local Dispatch
Sony digital TV replacement remote.,KSh 640,(2),tvaudiovideo,Local Dispatch
TCL Smart TV Remote For TCL TV,"KSh 1,025",(0),tvaudiovideo,Local Dispatch
